0.4	9.583858E-6
0.5	1.345048E-4
1.1	9.339786E-4
1.1	0.004302035
1.9	0.014867239
1.9	0.04132647
2.8	0.09669567
3.7	0.19671957
3.7	0.35668126
3.8	0.5879247
3.5	0.89548904
5.3	1.2770118
5.3	1.7219309
5.1	2.2108564
2.6	2.7168822
0.5	3.2100227
0.5	3.6618488
-0.5	4.0444956
-1.6	4.3221226
-1.6	4.4418106
-3.7	4.335573
-6.1	3.9391806
-8.1	3.2206442
-5.1	2.2017508
-2.3	0.95814776
-0.7	-0.4023308
-0.1	-1.7668793
-0.2	-3.030444
0.0	-4.0887823
-0.2	-4.827658
0.5	-5.130901
1.3	-4.9156685
2.6	-4.179516
4.7	-3.0296311
5.2	-1.6700765
5.1	-0.34423086
4.7	0.7458992
4.4	1.5075961
3.1	1.9803967
1.0	2.3024697
-0.6	2.6355913
-1.7	3.082519
-1.6	3.6321735
-4.6	4.1544085
-6.5	4.445358
-4.0	4.3042836
-1.4	3.6105576
-0.4	2.371515
-0.1	0.728386
0.2	-1.0735276
0.2	-2.7363043
0.8	-3.9714408
1.4	-4.5641556
1.5	-4.4275494
1.5	-3.6290958
1.5	-2.3753664
2.0	-0.9551254
2.9	0.34153047
4.7	1.3002503
4.3	1.8309861
5.0	1.9762429
5.0	1.8819253
4.4	1.7435069
2.6	1.7440515
1.0	2.0003128
0.1	2.5297248
-1.3	3.245063
-3.5	3.9767065
-6.1	4.5164113
-8.9	4.67118
-4.1	4.311728
-4.1	3.4010918
-0.8	1.9982865
-0.8	0.244759
-0.3	-1.6539975
-0.3	-3.4478543
-0.2	-4.870629
0.0	-5.6869106
0.3	-5.7527385
0.7	-5.0686736
1.6	-3.7976282
2.4	-2.230803
3.7	-0.70744413
3.7	0.4847159
4.2	1.1922356
4.1	1.4320747
4.3	1.3690996
4.6	1.2450657
4.6	1.2868288
4.6	1.6281244
3.9	2.2721376
3.1	3.104387
1.0	3.9450254
-0.4	4.6154146
-0.4	4.99143
-1.3	5.0256214
-1.9	4.737035
-2.3	4.1825004
-4.0	3.4284039
-6.0	2.5354254
-4.7	1.5565717
-1.8	0.5402254
-0.6	-0.46927088
-0.6	-1.4327229
-0.6	-2.3119793
-0.4	-3.0583117
0.1	-3.6026883
0.1	-3.862408
0.7	-3.7690432
1.3	-3.3058496
1.3	-2.5329726
1.5	-1.5833892
2.0	-0.6277908
2.0	0.17733142
2.7	0.7362724
3.6	1.0369184
4.0	1.143273
3.7	1.1644118
3.0	1.2145439
3.0	1.378722
3.6	1.692569
3.9	2.1376257
2.8	2.6505673
2.8	3.143632
1.3	3.531508
0.3	3.756218
0.0	3.8001723
-0.9	3.6819391
-3.0	3.4377887
-8.3	3.099112
-7.0	2.6761274
-2.4	2.1521976
-0.6	1.4880257
-0.1	0.63713324
0.1	-0.422999
0.1	-1.6484493
0.1	-2.8975232
0.1	-3.9405181
0.0	-4.5229063
-0.4	-4.4613857
0.2	-3.72846
0.8	-2.482953
1.7	-1.0288801
2.6	0.28228667
3.7	1.1673862
3.6	1.5013244
3.4	1.3490558
3.5	0.931054
3.4	0.5376745
2.6	0.42476195
0.6	0.7276717
0.6	1.422119
-0.6	2.3411465
-1.5	3.2364218
-1.5	3.85852
-2.3	4.028892
-2.3	3.683449
-2.3	2.8792908
-3.8	1.767886
-6.0	0.546686
-4.5	-0.5953903
-4.5	-1.5245663
-2.0	-2.1901717
-0.8	-2.6261942
-0.7	-2.9234438
-0.6	-3.17924
-0.1	-3.4439917
-0.1	-3.690162
0.5	-3.821249
0.6	-3.7184496
0.6	-3.3023553
1.9	-2.5791519
2.9	-1.64938
3.7	-0.6759396
3.7	0.17403191
3.6	0.78898185
3.3	1.1503617
3.8	1.3327532
0.7	1.4669061
-6.2	1.6810713
-3.7	2.0435014
0.2	2.5254273
0.3	2.9956725
1.0	3.2533104
2.6	3.0988052
3.6	2.4266768
3.4	1.3007704
-1.7	-0.030929519
-4.0	-1.201281
-5.7	-1.8511094
-4.7	-1.771878
-1.6	-1.006817
-0.4	0.13703465
-0.3	1.1839792
-0.4	1.6659316
-0.2	1.3117894
-0.2	0.16649286
0.1	-1.4174982
0.2	-2.9155126
0.1	-3.8330774
